Date/Time,Type,Mode_of_Communication,Patron type,Details,Location
3/30/15 10:15,Service,In Person,Undergrad,,San Francisco
3/30/15 10:28,Technical/Computing,In Person,Faculty,,Oakland
3/30/15 10:43,Service,Email,Staff,VAULT,Online
3/30/15 10:57,Service,Email,Faculty,VAULT,Online
3/30/15 11:03,Service,Email,Faculty,VAULT,Online
3/30/15 11:03,Reference,In Person,Undergrad,,San Francisco
3/30/15 11:39,Service,Email,Undergrad,VAULT,Online
3/30/15 11:40,Service,Email,Undergrad,VAULT,Online
3/30/15 12:27,Service,In Person,Undergrad,,San Francisco
3/30/15 12:39,Service,In Person,Undergrad,,San Francisco
3/30/15 13:13,Service,In Person,Undergrad,,San Francisco
3/30/15 13:18,Service,Email,Undergrad,VAULT,Online
3/30/15 13:18,Service,Email,Undergrad,VAULT,Online
3/30/15 13:18,Service,Email,Faculty,VAULT,Online
3/30/15 13:41,Service,Email,Faculty,VAULT,Online
3/30/15 13:41,Service,Email,Undergrad,VAULT,Online
3/30/15 13:52,Directional,In Person,Grad Student,,San Francisco
3/30/15 13:52,Service,In Person,Alumni,,San Francisco
3/30/15 13:55,Service,In Person,Grad Student,,San Francisco
3/30/15 15:04,Service,Email,Faculty,VAULT,Online
3/30/15 15:04,Service,Email,Undergrad,VAULT,Online
3/30/15 15:04,Directional,In Person,Undergrad,,San Francisco
3/30/15 15:30,Service,Email,Faculty,,San Francisco
3/30/15 16:04,Service,In Person,Grad Student,,Oakland
3/30/15 16:18,Service,In Person,Undergrad,,San Francisco
3/30/15 17:18,Directional,In Person,Undergrad,,San Francisco
3/30/15 17:18,Service,In Person,Grad Student,,San Francisco
3/30/15 17:19,Service,Phone,Faculty,,San Francisco
3/30/15 17:28,Service,Phone,Grad Student,,San Francisco
3/30/15 17:28,Technical/Computing,In Person,Undergrad,,San Francisco
3/30/15 17:29,Service,In Person,Undergrad,,San Francisco
3/31/15 10:15,Service,In Person,Undergrad,,San Francisco
3/31/15 10:16,Service,In Person,Undergrad,Printing,San Francisco
3/31/15 11:51,Reference,In Person,Undergrad,,Oakland
3/31/15 12:24,Reference,In Person,Undergrad,,Oakland
3/31/15 13:18,Directional,In Person,Alumni,,Oakland
3/31/15 13:30,Service,Email,Faculty,VAULT,Online
3/31/15 13:30,Service,Email,Faculty,VAULT,Online
3/31/15 14:12,Service,In Person,Undergrad,,San Francisco
3/30/15 19:37,Service,In Person,Undergrad,,San Francisco
3/31/15 14:55,Service,In Person,Faculty,,Oakland
3/31/15 15:51,Directional,In Person,Undergrad,,San Francisco
3/31/15 16:00,Directional,In Person,Undergrad,,San Francisco
3/31/15 20:25,Service,Email,Alumni,VAULT,Online
4/1/15 9:40,Reference,In Person,Undergrad,,Oakland
4/1/15 10:42,Reference,In Person,Undergrad,,San Francisco
4/1/15 12:58,Directional,In Person,Undergrad,,Oakland
4/1/15 12:58,Service,Email,Faculty,,Oakland
4/1/15 14:00,Directional,In Person,Faculty,,San Francisco
4/1/15 10:30,Service,In Person,Undergrad,,San Francisco
4/1/15 15:28,Reference,In Person,Undergrad,,Oakland
4/1/15 15:49,Directional,In Person,Undergrad,Printing,San Francisco
4/1/15 16:00,Service,In Person,Undergrad,,San Francisco
4/1/15 16:01,Service,In Person,Faculty,,San Francisco
4/1/15 16:35,Service,Email,Staff,VAULT,Online
4/1/15 16:46,Technical/Computing,In Person,Undergrad,Printing,San Francisco
4/1/15 17:17,Service,In Person,Undergrad,,San Francisco
4/1/15 17:17,Service,In Person,Alumni,,San Francisco
4/1/15 14:14,Service,In Person,Faculty,Printing,San Francisco
4/1/15 18:06,Directional,In Person,Grad Student,,San Francisco
4/1/15 18:59,Technical/Computing,In Person,Grad Student,,San Francisco
4/1/15 19:25,Directional,In Person,Undergrad,,San Francisco
4/2/15 10:03,Service,Email,Faculty,,San Francisco
4/2/15 10:34,Reference,Email,staff of Akademie der Kí_nste,Archives Consultation,Oakland
4/2/15 10:38,Reference,In Person,Staff,Archives Consultation,Oakland
4/2/15 10:55,Service,In Person,Grad Student,,San Francisco
4/2/15 11:25,Service,Email,Staff,VAULT,Online
4/2/15 11:33,Service,Email,Grad Student,VAULT,Online
4/2/15 15:14,Directional,In Person,,,Oakland
4/2/15 15:25,Service,Phone,Faculty,VAULT,Oakland
4/2/15 15:26,Service,Phone,Staff,VAULT,Online
4/2/15 15:34,Service,In Person,,,Oakland
4/2/15 16:59,Technical/Computing,In Person,Undergrad,,Oakland
4/2/15 17:28,Technical/Computing,In Person,Undergrad,Printing,Oakland
4/2/15 17:29,Reference,In Person,Undergrad,,Oakland
4/2/15 18:20,Technical/Computing,In Person,Undergrad,,Oakland
4/2/15 18:42,Directional,In Person,Undergrad,,San Francisco
4/2/15 18:43,Service,In Person,Undergrad,Printing,San Francisco
4/3/15 11:55,Technical/Computing,In Person,Grad Student,Printing,San Francisco
4/3/15 13:10,Service,In Person,Grad Student,,San Francisco
4/3/15 13:10,Directional,In Person,Grad Student,,San Francisco
4/3/15 13:18,Service,In Person,Grad Student,,San Francisco
4/3/15 13:52,Directional,In Person,,,Oakland
4/3/15 14:28,Technical/Computing,In Person,,,Oakland
4/3/15 16:04,Technical/Computing,In Person,Undergrad,,Oakland
4/3/15 16:04,Technical/Computing,In Person,Undergrad,,Oakland
4/3/15 16:37,Directional,In Person,,,Oakland
4/3/15 17:09,Service,In Person,Undergrad,Printing,San Francisco
4/4/15 14:19,Technical/Computing,In Person,Undergrad,,Oakland
4/4/15 14:43,Service,Phone,Faculty,,San Francisco
4/4/15 15:39,Service,Phone,Undergrad,,San Francisco
4/4/15 15:40,Service,In Person,Undergrad,,San Francisco
4/4/15 15:42,Reference,Phone,Undergrad,,San Francisco
4/5/15 14:16,Service,Email,Undergrad,VAULT,Online
4/5/15 14:16,Service,Email,Faculty,VAULT,Online
4/5/15 19:06,Technical/Computing,In Person,,,Oakland
4/5/15 20:00,Technical/Computing,In Person,Undergrad,,Oakland
4/5/15 20:35,Technical/Computing,In Person,Undergrad,,Oakland
4/5/15 20:57,Technical/Computing,In Person,,,Oakland
4/5/15 22:40,Service,Email,Undergrad,VAULT,Online
4/5/15 22:50,Service,Email,Faculty,VAULT,Online
4/6/15 8:35,Technical/Computing,In Person,Undergrad,,Oakland
4/6/15 9:33,Technical/Computing,In Person,Undergrad,Printing,Oakland
4/6/15 9:58,Technical/Computing,In Person,Undergrad,,Oakland
4/6/15 11:17,Directional,In Person,Undergrad,,San Francisco
4/6/15 11:17,Service,In Person,Undergrad,,San Francisco
4/6/15 11:18,Directional,In Person,Undergrad,,San Francisco
4/6/15 11:57,Service,Email,Faculty,VAULT,Online
4/6/15 11:59,Service,In Person,Undergrad,,San Francisco
4/6/15 12:07,Service,In Person,Grad Student,,San Francisco
4/6/15 13:28,Directional,In Person,Undergrad,Printing,San Francisco
4/6/15 14:07,Service,In Person,Grad Student,,San Francisco
4/6/15 14:23,Technical/Computing,In Person,Faculty,,Oakland
4/6/15 15:11,Directional,In Person,Faculty,,San Francisco
4/6/15 15:20,Technical/Computing,In Person,Undergrad,,San Francisco
4/6/15 15:31,Service,In Person,Undergrad,,San Francisco
4/6/15 16:09,Directional,In Person,Faculty,,San Francisco
4/6/15 16:13,Reference,In Person,Grad Student,,Oakland
4/6/15 16:50,Service,In Person,Faculty,,San Francisco
4/6/15 16:55,Reference,Email,Undergrad,,San Francisco
4/6/15 23:25,Service,Email,Grad Student,VAULT,Online
4/7/15 9:39,Service,In Person,Undergrad,Printing,San Francisco
4/7/15 9:53,Directional,Phone,Undergrad,,San Francisco
4/7/15 10:39,Reference,In Person,Undergrad,,San Francisco
4/7/15 11:11,Service,In Person,Faculty,,San Francisco
4/7/15 11:12,Service,In Person,Undergrad,,San Francisco
4/7/15 11:33,Reference,In Person,Undergrad,,San Francisco
4/7/15 11:53,Directional,In Person,Undergrad,,San Francisco
4/7/15 12:19,Directional,In Person,Undergrad,,San Francisco
4/7/15 12:55,Service,Email,Faculty,VAULT,Online
4/7/15 13:17,Directional,In Person,non-cca,,Oakland
4/7/15 13:49,Service,In Person,Undergrad,,Oakland
4/7/15 15:47,Service,In Person,Grad Student,,San Francisco
4/7/15 16:10,Technical/Computing,In Person,Undergrad,,Oakland
4/7/15 16:12,Service,In Person,,,Oakland
4/7/15 16:16,Reference,In Person,Undergrad,,Oakland
4/6/15 13:15,Service,In Person,Undergrad,Printing,San Francisco
4/6/15 18:30,Directional,In Person,Grad Student,,San Francisco
4/6/15 19:24,Service,In Person,Undergrad,,San Francisco
4/7/15 18:18,Directional,In Person,Undergrad,,San Francisco
4/7/15 18:39,Service,In Person,Undergrad,,San Francisco
4/7/15 18:39,Service,In Person,Undergrad,,San Francisco
4/7/15 22:11,Service,In Person,Undergrad,,Oakland
4/7/15 22:11,Technical/Computing,In Person,Undergrad,,Oakland
4/7/15 21:00,Technical/Computing,In Person,Faculty,,Oakland
4/8/15 9:45,Directional,In Person,Undergrad,,Oakland
4/8/15 9:45,Reference,In Person,Faculty,,Oakland
4/8/15 9:15,Technical/Computing,In Person,,Printing,Oakland
4/8/15 10:00,Directional,In Person,Undergrad,,San Francisco
4/8/15 10:00,Service,Email,Faculty,,San Francisco
4/8/15 10:56,Directional,In Person,Undergrad,,San Francisco
4/8/15 10:57,Reference,In Person,Faculty,,Oakland
4/8/15 11:56,Service,In Person,Undergrad,,San Francisco
4/8/15 13:39,Directional,In Person,Grad Student,,San Francisco
4/8/15 13:39,Directional,In Person,Grad Student,,San Francisco
4/8/15 13:40,Service,In Person,Grad Student,,San Francisco
4/8/15 13:59,Service,Email,Faculty,VAULT,Online
4/8/15 14:41,Directional,In Person,Undergrad,,San Francisco
4/8/15 15:11,Service,In Person,Undergrad,,Oakland
4/8/15 15:17,Directional,In Person,Faculty,,Oakland
4/8/15 15:40,Service,In Person,Undergrad,,Oakland
4/8/15 17:29,Directional,In Person,Undergrad,,San Francisco
4/8/15 17:43,Reference,In Person,Undergrad,,San Francisco
4/8/15 18:13,Directional,In Person,Grad Student,,San Francisco
4/8/15 19:10,Service,In Person,Undergrad,Printing,San Francisco
4/8/15 20:32,Technical/Computing,In Person,Undergrad,Printing,Oakland
4/8/15 22:27,Technical/Computing,In Person,,Printing,Oakland
4/9/15 9:44,Service,Email,Faculty,,San Francisco
4/9/15 9:44,Service,In Person,Undergrad,,San Francisco
4/9/15 10:16,Service,In Person,Staff,,San Francisco
4/9/15 11:50,Directional,In Person,Undergrad,,San Francisco
4/9/15 11:50,Service,In Person,Faculty,,San Francisco
4/9/15 15:31,Reference,In Person,Undergrad,,Oakland
4/9/15 15:59,Reference,In Person,,,Oakland
4/9/15 17:12,Directional,In Person,Alumni,,San Francisco
4/8/15 19:52,Directional,Phone,Undergrad,,San Francisco
4/9/15 17:24,Service,In Person,Undergrad,Printing,San Francisco
4/9/15 17:24,Reference,In Person,Alumni,,San Francisco
4/9/15 17:51,Directional,In Person,Undergrad,,Oakland
4/9/15 17:51,Directional,In Person,Undergrad,,Oakland
4/9/15 18:21,Directional,In Person,Undergrad,,San Francisco
4/10/15 11:14,Service,Email,Faculty,VAULT,Online
4/10/15 12:39,Technical/Computing,In Person,Undergrad,,Oakland
4/10/15 12:40,Technical/Computing,In Person,,Printing,Oakland
4/10/15 12:40,Technical/Computing,In Person,Undergrad,Printing,Oakland
4/10/15 14:45,Directional,In Person,,,Oakland
4/10/15 14:45,Service,In Person,Staff,,San Francisco
4/10/15 14:46,Reference,In Person,Undergrad,,San Francisco
4/10/15 22:37,Service,In Person,Grad Student,Printing,San Francisco
4/10/15 11:03,Service,In Person,Faculty,Printing,San Francisco
4/10/15 15:10,Service,In Person,,,Oakland
4/10/15 16:21,Reference,In Person,Undergrad,,Oakland
4/10/15 16:46,Technical/Computing,In Person,Alumni,,Oakland
4/10/15 17:12,Directional,In Person,Undergrad,,San Francisco
4/10/15 17:39,Service,In Person,Undergrad,,San Francisco
4/12/15 19:02,Technical/Computing,In Person,,Printing,Oakland
4/13/15 9:02,Service,Email,Undergrad,VAULT,Online
4/13/15 9:16,Directional,In Person,Undergrad,,San Francisco
4/13/15 9:24,Service,In Person,Grad Student,,San Francisco
4/13/15 10:01,Directional,Email,Undergrad,,San Francisco
4/13/15 10:16,Service,Phone,Staff,,San Francisco
4/13/15 10:37,Technical/Computing,In Person,Undergrad,,San Francisco
4/13/15 11:18,Directional,In Person,Undergrad,,Oakland
4/13/15 13:30,Directional,In Person,Grad Student,,San Francisco
4/13/15 13:30,Service,In Person,Undergrad,,San Francisco
4/13/15 13:57,Service,In Person,Undergrad,,San Francisco
4/13/15 14:46,Directional,In Person,Undergrad,Printing,San Francisco
4/13/15 14:46,Service,In Person,Undergrad,,San Francisco
4/13/15 15:27,Service,In Person,Undergrad,,Oakland
4/13/15 15:41,Service,Email,Undergrad,VAULT,Online
4/13/15 15:41,Directional,In Person,Undergrad,,Oakland
4/13/15 16:09,Directional,In Person,Undergrad,,Oakland
4/13/15 16:12,Reference,In Person,Undergrad,,Oakland
4/13/15 16:20,Service,In Person,Undergrad,,San Francisco
4/13/15 16:44,Service,In Person,Undergrad,,San Francisco
4/13/15 17:22,Technical/Computing,In Person,Undergrad,,San Francisco
4/13/15 17:23,Technical/Computing,In Person,Undergrad,,San Francisco
4/13/15 17:56,Directional,Phone,Undergrad,,San Francisco
4/13/15 18:21,Technical/Computing,In Person,,,Oakland
4/14/15 8:36,Directional,In Person,Undergrad,Printing,Oakland
4/14/15 8:37,Directional,In Person,Undergrad,Printing,Oakland
4/14/15 8:43,Service,In Person,Undergrad,,Oakland
4/14/15 13:31,Service,Phone,Undergrad,,San Francisco
4/14/15 14:59,Service,Email,Undergrad,,Oakland
4/14/15 18:59,Service,In Person,Undergrad,,San Francisco
4/14/15 18:59,Directional,In Person,Grad Student,Printing,San Francisco
4/15/15 9:12,Technical/Computing,In Person,,Printing,Oakland
4/15/15 11:01,Reference,In Person,Undergrad,,Oakland
4/15/15 11:01,Reference,Email,Wattis,,Online
4/15/15 11:07,Technical/Computing,In Person,Undergrad,Printing,Oakland
4/15/15 11:12,Service,In Person,Undergrad,,Oakland
4/14/15 13:00,Service,In Person,Undergrad,,Oakland
4/15/15 11:20,Reference,In Person,Faculty,,Oakland
4/15/15 11:30,Service,Email,Undergrad,VAULT,Online
4/15/15 11:45,Reference,Email,Wattis,,Online
4/15/15 12:03,Service,Email,Faculty,,San Francisco
4/15/15 12:03,Service,Email,Grad Student,,San Francisco
4/15/15 12:04,Directional,In Person,Undergrad,,San Francisco
4/15/15 12:03,Service,Email,Faculty,,San Francisco
4/15/15 12:21,Service,In Person,Undergrad,Printing,San Francisco
4/15/15 12:59,Service,In Person,Undergrad,,Oakland
4/15/15 13:05,Service,In Person,Undergrad,Materials Library,San Francisco
4/15/15 13:10,Directional,In Person,Undergrad,,San Francisco
4/15/15 14:06,Service,In Person,Faculty,,San Francisco
4/15/15 14:07,Directional,In Person,Faculty,,San Francisco
4/15/15 14:07,Directional,Phone,Alumni,,San Francisco
4/15/15 14:38,Service,In Person,,,San Francisco
4/15/15 14:39,Directional,In Person,Staff,,San Francisco
4/15/15 15:00,Reference,In Person,Undergrad,,Oakland
4/15/15 15:16,Directional,In Person,Undergrad,,Oakland
4/15/15 15:22,Technical/Computing,In Person,Undergrad,,Oakland
4/15/15 15:40,Service,In Person,Undergrad,,Oakland
4/15/15 15:40,Directional,In Person,,,Oakland
4/15/15 15:41,Service,In Person,Undergrad,,Oakland
4/15/15 15:41,Service,In Person,Undergrad,,San Francisco
4/15/15 15:41,Service,In Person,Faculty,,Oakland
4/15/15 15:42,Directional,Email,Faculty,,San Francisco
4/15/15 16:19,Service,In Person,Undergrad,,Oakland
4/15/15 16:19,Technical/Computing,In Person,,,Oakland
4/15/15 16:29,Service,In Person,Undergrad,,Oakland
4/15/15 19:18,Technical/Computing,In Person,,,Oakland
4/16/15 9:39,Directional,Phone,Undergrad,,San Francisco
4/16/15 15:20,Reference,Phone,faculty from another institution,Archives Consultation,San Francisco
4/16/15 15:31,Reference,Phone,,,Oakland
4/16/15 16:51,Service,Phone,Faculty,VAULT,Online
4/16/15 17:21,Directional,In Person,Grad Student,,San Francisco
4/16/15 19:25,Service,In Person,Undergrad,,San Francisco
4/17/15 10:06,Service,In Person,Grad Student,,San Francisco
4/17/15 10:06,Service,In Person,Faculty,Archives Consultation,San Francisco
4/17/15 10:34,Reference,In Person,Grad Student,Archives Consultation,San Francisco
4/17/15 15:39,Service,Email,,Archives Consultation,San Francisco
4/17/15 16:02,Reference,In Person,,,Oakland
4/17/15 16:19,Reference,Email,staff at John Berggruen Gallery,Archives Consultation,Oakland
4/17/15 16:27,Reference,Email,"Assistant Curator at the Museum of Fine Arts, Boston",Archives Consultation,Oakland
4/17/15 17:00,Service,In Person,Undergrad,,San Francisco
4/18/15 15:19,Service,Phone,unknown,,Oakland
4/18/15 17:06,Directional,In Person,Undergrad,,Oakland
4/18/15 17:07,Service,Phone,unknown,,Oakland
4/18/15 17:47,Service,In Person,Faculty,,San Francisco
4/18/15 17:47,Service,In Person,Undergrad,Printing,San Francisco
4/18/15 17:48,Directional,In Person,Grad Student,,San Francisco
4/20/15 8:20,Reference,Email,Faculty,,Online
4/20/15 8:20,Reference,Email,Faculty,,Online
4/20/15 9:14,Service,Phone,Faculty,,Oakland
4/20/15 9:15,Service,Email,Staff,VAULT,Online
4/20/15 9:16,Service,In Person,Undergrad,,Oakland
4/20/15 9:16,Technical/Computing,In Person,Undergrad,Printing,Oakland
4/20/15 10:15,Technical/Computing,In Person,Undergrad,Printing,Oakland
4/20/15 10:43,Technical/Computing,In Person,Undergrad,,Oakland
4/20/15 10:44,Reference,In Person,Faculty,,Oakland
4/20/15 10:59,Directional,In Person,Undergrad,,San Francisco
4/20/15 11:00,Service,In Person,Undergrad,Printing,San Francisco
4/20/15 11:00,Directional,In Person,Grad Student,,San Francisco
4/20/15 11:30,Reference,In Person,Undergrad,,San Francisco
4/20/15 11:54,Service,In Person,Faculty,,San Francisco
4/20/15 12:16,Directional,In Person,Grad Student,,San Francisco
4/20/15 12:35,Directional,In Person,Staff,,San Francisco
4/20/15 12:53,Directional,In Person,Grad Student,,San Francisco
4/20/15 12:56,Service,In Person,Grad Student,,San Francisco
4/20/15 13:11,Service,Email,Faculty,VAULT,Online
4/20/15 13:31,Service,In Person,Undergrad,,San Francisco
4/20/15 15:22,Service,In Person,Grad Student,,San Francisco
4/20/15 15:44,Directional,In Person,Faculty,,San Francisco
4/20/15 15:44,Service,In Person,Undergrad,,San Francisco
4/20/15 15:58,Reference,In Person,Undergrad,,San Francisco
4/20/15 16:49,Service,In Person,Grad Student,,San Francisco
4/20/15 17:44,Directional,In Person,Undergrad,,San Francisco
4/20/15 19:18,Reference,In Person,Undergrad,,San Francisco
4/20/15 19:19,Service,In Person,Grad Student,,San Francisco
4/21/15 7:38,Service,Email,Staff,,Online
4/21/15 7:45,Reference,Email,Faculty,,Online
4/21/15 9:04,Service,Email,Undergrad,VAULT,Online
4/21/15 9:35,Service,In Person,Undergrad,,Oakland
4/21/15 9:36,Directional,In Person,Faculty,,San Francisco
4/21/15 9:36,Service,Email,Undergrad,VAULT,Online
4/21/15 9:36,Service,Email,Faculty,VAULT,Online
4/21/15 9:56,Directional,In Person,Undergrad,,San Francisco
